source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
JPMorgan Asset Management,Company,USES,Vestwell's technology,Technology,1881ca53e251b9e5a212::c0000,2023-05-12,JPMorgan Asset Management will be using Vestwell's technology to run JPMorgan's Everyday 401(k).,0.9,JPMorgan Asset Management,Vestwell's technology,jpmorgan asset management,vestwell s technology,c781da7d3ab303067e416bb7,adc2e17f735185066d96853d
HENSOLDT,Company,DEVELOPED,AMPS Solution,Technology,afd605787f8a6b2b9e0c::c0000,2023-06-23,Using self-protection sensor technology AMPS Solution from HENSOLDT shields Ukrainian Armed Forces from missile threats.,0.9,HENSOLDT,AMPS Solution,hensoldt,amps solution,981348fcfc5aada96f5e33b4,0a2282c48d632b8979f78d18
Dell,Company,DEVELOPED,health technology,Technology,ae1e56a24cda1ca99cf2::c0000,2023-02-14,Dell has recently shifted mostly to focus on health technology.,0.9,Dell,health technology,dell,health technology,8aaf4c8f85ca26a0418b8601,aa74e91e537845b05cd7fa95
CareCloud,Company,WORKED_AT,Nasdaq: CCLD CCLDP CCLDO,Technology,2f4e335156ad792a4c53::c0000,2023-03-15,About CareCloud CareCloud (Nasdaq: CCLD CCLDP CCLDO) brings disciplined innovation to the business of healthcare.,0.8,CareCloud,Nasdaq: CCLD CCLDP CCLDO,carecloud,nasdaq ccld ccldp ccldo,d80aebe720165b1fe3dc1b5b,6e36f6ea276bd59f19c55685
VIDAA,Technology,PARTNERED_WITH,Amdocs' Vubiquity Technology and Services,Technology,6b2e9ccdc46e20c5c4a7::c0000,2023-08-02,VIDAA the TV Operating System of Hisense Selects Amdocs' Vubiquity Technology and Services.,0.85,VIDAA,Amdocs' Vubiquity Technology and Services,vidaa,amdocs vubiquity technology and services,bfb99d60aa7ce429232dcacb,e965b915cfb5b7b65a9cfcd1
Manitoulin Health Centre,Company,USES,One Health Information Technology Service,Technology,88fd003ab7290f7eece6::c0000,2023-01-31,Manitoulin Health Centre implements the One Health Information Technology Service.,0.9,Manitoulin Health Centre,One Health Information Technology Service,manitoulin health centre,one health information technology service,ad799ed35afe22d9d4a9d408,1d9f92ee2636dacb31afec61
World Cinema,Company,PARTNERED_WITH,ServiceNow,Company,8b39c479a35e3bd8ae41::c0000,2023-03-22,World Cinema and ServiceNow Spearhead Technology Service Transformation,1.0,World Cinema,ServiceNow,world cinema,servicenow,7ca236a96302ab08593d3e46,cc9c6ee3857729e221d3f6de
ServiceNow,Company,PARTNERED_WITH,World Cinema,Company,7b80b058b0275154b650::c0000,2023-03-22,ServiceNow will help streamline operations for customer service agents,1.0,ServiceNow,World Cinema,servicenow,world cinema,cc9c6ee3857729e221d3f6de,7ca236a96302ab08593d3e46
Aarul Malviya,Person,FOUNDED,Zamit,Company,3f68a1fdd6dae5b217c7::c0000,2023-03-22,Aarul Malviya Founder & founder of Zamit,1.0,Aarul Malviya,Zamit,aarul malviya,zamit,c6beacaa9b0ffd450ac0c098,69e7954260ba73434c5eff88
White House,Company,PARTNERED_WITH,tech manufacturers,Company,6a996e0070711b7ce493::c0000,2023-07-18,White House partners with tech manufacturers retailers,1.0,White House,tech manufacturers,white house,tech manufacturers,1728ebbc40b86a7b0169c353,79ca55f7cf332d49ca9d084d
Mark Huxtable,Person,WORKED_AT,Spar,Company,5c71074e209035d913ad::c0000,2023-09-16,Spar's chief information technology executive Mark Huxtable has resigned,1.0,Mark Huxtable,Spar,mark huxtable,spar,60600e14abe49d11d8816b92,4a4b646b730441c4046e1c7a
Elizabethtown College,Company,USES,KITRO,Technology,10829cabf1b90618acda::c0000,2023-10-11,Elizabethtown College is using new technology to achieve that. 'Elizabethtown College are the first college in the United States to utilize KITRO',1.0,Elizabethtown College,KITRO,elizabethtown college,kitro,7bc471980d17285ba16b8743,0c4e57e32920729e6447f3c3
Bard AI,Technology,DEVELOPED,Google,Company,d0205e9e38f0eceba041::c0000,2023-10-03,Google on Tuesday added newer capabilities to its generative AI service Bard.,1.0,Bard AI,Google,bard ai,google,7eb149b49f7648c19c725256,0e132222d1315530d6efca52
Fidelity National Information Services,Company,DEVELOPED,technology,Technology,c67ab0888373fc766bc0::c0000,2023-04-28,FIS is a leading provider of technology,1.0,Fidelity National Information Services,technology,fidelity national information services,technology,3f052c4690533ff0ac061e7c,3669130c05135dd501f33457
Pure Storage,Company,DEVELOPED,'flash' lineup,Technology,932a5ee3887c7ed3fac7::c0000,2023-06-15,US tech company Pure Storage upgrades its 'flash' lineup.,0.9,Pure Storage,'flash' lineup,pure storage,flash lineup,d8817c089ccac987b0f31e50,c66935f3bd824678cea74a3a
Polymer Technology and Services LLC,Company,DEVELOPED,Tristar range of flame-retardant polycarbonates,Technology,dcf93a92b1cc48cf5dac::c0000,2023-03-02,Polymer Technology and Services expands Tristar range of flame-retardant polycarbonates.,0.9,Polymer Technology and Services LLC,Tristar range of flame-retardant polycarbonates,polymer technology and services llc,tristar range of flame-retardant polycarbonates,b894a634075660bc3079e6ce,6f687c33eb33d6b61821594d
Ultra Wideband 5G technology,Technology,USES,5G Home Internet service,Technology,a2c63eea2f546e1938f4::c0000,2023-05-09,service which uses Ultra Wideband 5G technology.,0.9,Ultra Wideband 5G technology,5G Home Internet service,ultra wideband 5g technology,5g home internet service,ea9a9143fd23b9498c8718d4,a5e5eec31c36bb47907d44fc
Kotozna Inc.,Company,PARTNERED_WITH,Samoon Information Technology,Company,d6897e0aa02e77a7bb6b::c0000,2023-07-19,Kotozna Inc. forms business alliance with Samoon Information Technology to start sales of Kotozna In-Room in Saudi Arabia.,1.0,Kotozna Inc.,Samoon Information Technology,kotozna inc.,samoon information technology,ca6254e47477539df3452047,97cf5435dd789d2a683885d5
Rebellion,Company,FOUNDED,2019,Technology,a67ee0f9e0b5459da9f9::c0000,2022-12-14,Founded in 2019 Rebellion wants to create AI-powered software for the military.,1.0,Rebellion,2019,rebellion,2019,e6e1f8721166bfa5528121fc,c8ce20e3d261cff2a909a346
ENT Partners LLC,Company,ACQUIRED,Southern Indiana ENT & Indianapolis Sinus Center,Company,b1f09f4a662c56bacb02::c0000,2023-07-26,ENT Partners Announces Acquisition of Southern Indiana ENT & Indianapolis Sinus Center.,1.0,ENT Partners LLC,Southern Indiana ENT & Indianapolis Sinus Center,ent partners llc,southern indiana ent indianapolis sinus center,a8676e7eb41953dd088e4d22,0a0f904eb8db4b5bfee6d12c
SYSTRA,Company,ACQUIRED,Atkins SNC-Lavalin Group,Company,94885fec37d30dfc4fa2::c0000,2023-08-31,SYSTRA has finalised the acquisition of the Swedish Danish and Norwegian entities of Atkins SNC-Lavalin Group.,1.0,SYSTRA,Atkins SNC-Lavalin Group,systra,atkins snc-lavalin group,8d7f122b7a17c8e043ae6098,25a175ebf30100aa5120840a
K2 Services,Company,PARTNERED_WITH,ServiceNow,Company,9afa0bbc09c07feac9d9::c0000,2023-08-30,K2 Services and ServiceNow partner to advance digital transformation for the legal industry.,1.0,K2 Services,ServiceNow,k2 services,servicenow,2f680a28fa5c25e4d3db09b1,cc9c6ee3857729e221d3f6de
Ant Group Co.,Company,DEVELOPED,large-language model technology,Technology,b5c1daa01f4aa31929bb::c0000,2023-06-21,Jack Ma-backed Ant Group Co. is developing large-language model technology.,1.0,Ant Group Co.,large-language model technology,ant group co.,large-language model technology,e1c6cc560a28ada29ffb0d06,47ed1d31b74dc4ddf7db2fff
G-P,Company,PARTNERED_WITH,UKG,Company,5803108ba5a3b18f9745::c0000,2023-03-21,G-P and UKG Announce Technology Integration Partnership.,1.0,G-P,UKG,g-p,ukg,216d333103cc699417ddb224,e23c5421d4f8b156c0c6101c
Tracy Pennycuick,Person,LEADS,Senate Communications and Technology Committee,Technology,b66aea86e102380ead4b::c0000,2023-01-11,Tracy Pennycuick has been appointed majority chairwoman of the Senate Communications and Technology Committee.,1.0,Tracy Pennycuick,Senate Communications and Technology Committee,tracy pennycuick,senate communications and technology committee,9ea521e749d50b01f135c280,f5e93a34cd2146df2c3c4e62
Microsoft,Company,USES,cybersecurity measures,Technology,3ddab1f0287c42d1f378::c0000,2023-06-18,Microsoft said the outages were the result of cyberattacks.,1.0,Microsoft,cybersecurity measures,microsoft,cybersecurity measures,fb0f4df56fab164ec48722f0,ac3231c088de36a0aeb121cd
USC Information Sciences Institute,Company,PARTNERED_WITH,SkyWater Technology,Company,f300f00994d00853e1b5::c0000,2022-12-02,The MOSIS Service of the Information Sciences Institute University of Southern California and SkyWater Technology ... announced a ...,0.9,USC Information Sciences Institute,SkyWater Technology,usc information sciences institute,skywater technology,7740671effa76b241fea41bf,cfc623d26fcd0d572b3574ab
Satya Nadella,Person,LEADS,Microsoft,Company,a3a6eb47dce536f6842f::c0000,2023-01-03,Microsoft Chairman and CEO Satya Nadella ...,0.95,Satya Nadella,Microsoft,satya nadella,microsoft,bbbc4d0399025a3fd2496ed3,fb0f4df56fab164ec48722f0
Martins Izuogbe,Person,WORKED_AT,Polaris Bank,Company,78e53e14fa1732576492::c0000,2023-06-16,Polaris Bank appointed Martins Izuogbe as its new Executive Director of Service & Technology.,0.9,Martins Izuogbe,Polaris Bank,martins izuogbe,polaris bank,610015336dc5d08081130fae,fde850ef1a85b1807b2e7557
AT&T,Company,INVESTED_IN,Louisiana Tech Foundation,Company,23d43040e04e7fb2aaec::c0000,2023-02-09,AT&T gives Louisiana Tech Foundation $20000 to teach courses in the community.,0.85,AT&T,Louisiana Tech Foundation,at t,louisiana tech foundation,1cd96b0c4bc7973fdf7bdc6c,edb061cb82cecce5a44dfa63
CRT Hub,Company,PARTNERED_WITH,AD&Co LoanDynamics Model,Technology,c94927101c2c3054ab00::c0000,2023-02-23,CRT Hub has entered into an alliance with AD&Co LoanDynamics Model.,0.9,CRT Hub,AD&Co LoanDynamics Model,crt hub,ad co loandynamics model,29eb4597db06ff6e499d28a8,8f47c99c767de5d0810893b2
CRT Hub,Company,WORKED_AT,Chasen Enterprises,Company,c94927101c2c3054ab00::c0000,2023-02-23,CRT Hub is a wholly-owned subsidiary of Chasen Enterprises.,0.9,CRT Hub,Chasen Enterprises,crt hub,chasen enterprises,29eb4597db06ff6e499d28a8,44ecc460770a8b1b253dc87e
Aran Azarzar,Person,LEADS,JFrog,Company,3a873201cb4aae487900::c0000,2023-03-30,Azarzar will lead the strategy and operations for JFrog’s Information Technology organization.,0.9,Aran Azarzar,JFrog,aran azarzar,jfrog,3feb21b4840bec281371b4cd,7f8f377f2d9ed5bac3b1579c
Mobiquity Technologies Inc.,Company,ACQUIRED,$3.0 Million Public Offering,Technology,b33a18f9d370965adbdb::c0000,2023-07-03,Mobiquity Technologies Inc. announces closing of $3.0 Million Public Offering.,0.8,Mobiquity Technologies Inc.,$3.0 Million Public Offering,mobiquity technologies inc.,3.0 million public offering,0f887b13c03c929b250dd320,31c62ba66ab15d263c60aca3
Bigme,Company,DEVELOPED,Kaleido 3 color ink e-note,Technology,b30e68d3ac5736af2c95::c0000,2023-02-24,Bigme has released the inkNote Color+ claiming it to be the world’s first 10.3-inch Kaleido 3 color ink e-note.,0.9,Bigme,Kaleido 3 color ink e-note,bigme,kaleido 3 color ink e-note,7e286957375538585590dde0,9ad7c55cfe28f6aafef6f187
ClearCaptions,Company,LEADS,Sanjay Singam,Person,500d3ff4c0f6b43234e6::c0000,2023-02-16,ClearCaptions – a leading provider of innovative call captioning services... proudly welcome new Chief Information and Technology Officer (CITO) Sanjay ...,1.0,ClearCaptions,Sanjay Singam,clearcaptions,sanjay singam,4ce9f50dd3cfab150cf8d215,c121f1ddd72fd7276085b39a
Sojern,Company,PARTNERED_WITH,PUSHTech™,Company,3c5e3bd96a371291666c::c0000,2023-01-11,Sojern the leading digital marketing platform built for travel and PUSHTech™ a CRM marketing automation sales and support platform have announced a new partnership...,1.0,Sojern,PUSHTech™,sojern,pushtechtm,35e37b7b526c1fa5530c8c36,73bc0c10daf5bd39729a331e
Cloud computing,Technology,DEVELOPED,data center industry,Technology,c7c65b53343789548caa::c0000,2023-04-14,the mass adoption of cloud computing and artificial intelligence (AI) is driving exponential growth for the data center industry...,1.0,Cloud computing,data center industry,cloud computing,data center industry,de9ce96bca13f1c384e0df41,57601595a36c5e9af04a18bd
Esri,Company,PARTNERED_WITH,Malta,Company,ef07f6b1f6d9c07e2c53::c0000,2023-02-16,Esri Signs Agreement with Malta Providing Access to GIS Technology Training.,1.0,Esri,Malta,esri,malta,24b5bfe2bf461db7f091ffe3,387b5ab839b82e907c12b21a
Ing.Emanuel Darmanin,Person,WORKED_AT,Esri,Company,ef07f6b1f6d9c07e2c53::c0000,2023-02-16,said Ing.Emanuel Darmanin CEO of ...,1.0,Ing.Emanuel Darmanin,Esri,ing.emanuel darmanin,esri,d6733cfd3941bdc996a2e0cc,24b5bfe2bf461db7f091ffe3
Freeline Therapeutics Holdings plc,Company,ACQUIRED,Freeline Therapeutics GmbH,Company,49ae08eac6035b516643::c0000,2023-02-10,Freeline Announces Closing of Sale of Its CMC-Focused German Subsidiary.,1.0,Freeline Therapeutics Holdings plc,Freeline Therapeutics GmbH,freeline therapeutics holdings plc,freeline therapeutics gmbh,7179d6fd33182e338553cbf7,9ab23ff31c25e085d4198443
Micron,Company,DEVELOPED,chip plant,Technology,b382f32a0ce95cda66b8::c0000,2023-06-28,Micron soon breaking ground on a mega chip plant in Clay.,1.0,Micron,chip plant,micron,chip plant,49bcd8b8bade9036b57ee00d,2fabe3ed6449e5edb2568eaf
Amazon,Company,USES,cloud computing service,Technology,add3b453273a3c5c9a8e::c0000,2023-06-13,Amazon’s cloud computing service recovers from outage.,1.0,Amazon,cloud computing service,amazon,cloud computing service,68b3544368862fc263941c8d,1470cae4392fb4856f49c793
FLSmidth,Company,ACQUIRED,KOCH Solutions,Company,7008d440d65756e90a02::c0000,2023-06-14,FLSmidth to sell Non-Core Activities material handling technology assets to KOCH Solutions.,1.0,FLSmidth,KOCH Solutions,flsmidth,koch solutions,80d4e00bbe326ead4d59a4e1,dbab0891df17c559fba3826b
Google,Company,PARTNERED_WITH,Amazon,Company,4e50d75514e6a8afab36::c0000,2023-10-12,Internet companies Google Amazon and Cloudflare say they have weathered the internet's largest-known denial of service attack.,1.0,Google,Amazon,google,amazon,0e132222d1315530d6efca52,68b3544368862fc263941c8d
Google,Company,PARTNERED_WITH,Cloudflare,Company,4e50d75514e6a8afab36::c0000,2023-10-12,Internet companies Google Amazon and Cloudflare say they have weathered the internet's largest-known denial of service attack.,1.0,Google,Cloudflare,google,cloudflare,0e132222d1315530d6efca52,687298d2e180eb88c3b4deb1
Bola Tinubu,Person,LEADS,Technology,Technology,8d48450e49bccc0cd4f4::c0000,2023-09-05,President Bola Tinubu on Monday expressed his support for new partnerships with global technology companies.,1.0,Bola Tinubu,technology,bola tinubu,technology,295ce63775ad9b0551240994,3669130c05135dd501f33457
WebClues Infotech,Company,LEADS,Generative AI Solutions,Technology,1dcc7274cdf735fb28b0::c0000,2023-08-25,WebClues Infotech Leads the Way in Generative AI Solutions for Business Process Enhancement.,0.9,WebClues Infotech,Generative AI Solution,webclues infotech,generative ai solution,cf9700760d754aaf277dfc7e,36a203e5809e23266cea0fe5
Advanced Project,Company,DEVELOPED,facial recognition AI technology,Technology,383b040573dc5034addb::c0000,2023-08-18,Advanced Project announces upgrade to TIER service with facial recognition AI technology.,0.9,Advanced Project,facial recognition AI technology,advanced project,facial recognition ai technology,181439d625ad86e8ad35367a,c5f6dae79734204997c27a29
Alibaba Cloud,Company,DEVELOPED,Product Innovation Center,Technology,b6dd38fe3f14eaceec15::c0000,2023-02-02,Alibaba Cloud Unveils Its First International Product Innovation Center and Partner Management Center.,0.9,Alibaba Cloud,Product Innovation Center,alibaba cloud,product innovation center,a58b8cc6aa658e3bd757e389,dc007d0cf4b9a0869944c548
UAB,Company,WORKED_AT,health technology,Technology,6fd89d25033061248e8e::c0000,2023-02-02,Four high-tech health devices being tested at UAB now.,0.8,UAB,health technology,uab,health technology,2e703ee13a30489cae0c8e5f,aa74e91e537845b05cd7fa95
Amazon.com,Company,INVESTED_IN,Ohio,Company,3e0677727f437bb532a1::c0000,2023-06-26,Amazon.com''s cloud computing division would invest $7.8 billion through 2030 in Ohio.,0.9,Amazon.com,Ohio,amazon.com,ohio,599f5c3c96d1daa9f501f825,cdbc3fb21285706fef459a24
Liquid Web,Company,DEVELOPED,Business Continuity Solutions,Technology,88cefd8ab93a86a8dbfa::c0000,2023-06-07,Liquid Web Expands Business Continuity Solutions with VMware in Phoenix Data Center Addition.,0.9,Liquid Web,Business Continuity Solutions,liquid web,business continuity solutions,92a77c57bfea03781b45a0f9,75148e3930f235ae9ea5afb4
Apple Inc,Company,PARTNERED_WITH,Broadcom Inc,Company,7c87b73733808a6e4ef5::c0000,2023-06-26,Apple Inc and Broadcom Inc challenges to Caltech data-transmission patents,0.9,Apple,Broadcom Inc,apple,broadcom inc,e6c3db5c28c9a15bfafd2e04,64377bad2af6576bf9ac9f9a
Tetra Tech,Company,ACQUIRED,application cyber services outfit,Technology,6d7d0572296d6be67a96::c0000,2023-01-06,Tetra Tech has acquired a provider of enterprise technology and consulting services,0.9,Tetra Tech,application cyber services outfit,tetra tech,application cyber services outfit,49526f4636c5b2a21b8570ed,d16d3cf31e5fdce1c9f13818
Silicon Valley Bank,Company,LEADS,climate tech industry,Technology,9aee8f0b2b8879122185::c0000,2023-03-15,Silicon Valley Bank marketed itself as a climate tech-friendly bank,0.8,Silicon Valley Bank,climate tech industry,silicon valley bank,climate tech industry,27b55f2016558f9b6cb06972,b51db163a58b861be22f6dfa
United Microelectronics,Company,PARTNERED_WITH,European chip makers,Technology,1b155489730cbc77b235::c0000,2023-01-11,insight on European chip makers United Microelectronics,0.7,United Microelectronics,European chip makers,united microelectronics,european chip makers,bc42cc13e3c65c33b31175a5,5481540e06c57c2e07c2f4df
Huawei,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9,Huawei,5G technology,huawei,5g technology,aff46c30e3bf1615c0109313,7fe475490e1e685de86b9310
Nokia,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9,Nokia,5G technology,nokia,5g technology,e9f57dde745222a3ccbc12d8,7fe475490e1e685de86b9310
Ericsson,Company,DEVELOPED,5G Technology,Technology,ac61ead214b9d4697ad5::c0000,2023-02-18,The report provides information on market trends and development growth drivers technologies and the changing investment structure of the Global 5G Technology in Emergency Services Market.,0.9,Ericsson,5G technology,ericsson,5g technology,02f50203f5a967ac3ebb42be,7fe475490e1e685de86b9310
SAP,Company,PARTNERED_WITH,PwC,Company,d2bf15dff0d6fb017341::c0000,2023-01-11,SAP PwC partnership driving digital transformation & cloud success in West Africa.,0.9,SAP,PwC,sap,pwc,adfd3f8e174489b5a8443600,bd2110e5a24ac4f7a42346c7
Rola Ghneim Khreis,Person,WORKED_AT,IAEA,Company,616bdd3f777638f75cf8::c0000,2023-09-08,IAEA Profile: Rola Ghneim Khreis the IAEA’s First Woman Director of Information Technology.,0.9,Rola Ghneim Khreis,IAEA,rola ghneim khreis,iaea,657b614d3ba801b8aac59408,ff57d7bf1bf5c633361da16a
Vijay Menta,Person,WORKED_AT,Worcester Polytechnic Institute,Company,77234e3a7bb0483080d7::c0000,2023-01-13,Vijay Menta Named Vice President and Chief Information Officer at Worcester Polytechnic Institute.,0.9,Vijay Menta,Worcester Polytechnic Institute,vijay menta,worcester polytechnic institute,920d7ccbb9eba95386078382,98aacf91a96dc687dc96cf8d
IBM,Company,DEVELOPED,key technologies,Technology,b9a89c628a717d7ec898::c0000,2023-01-09,IBM inks $725 million deal so public servants can tap key technologies.,0.9,IBM,key technologies,ibm,key technologies,681006bc70d2b14804e79e11,0d9ea80dce1c85095423cb4f
U.S. Military,Company,USES,Telecritical Care Technology,Technology,8d8820ae3b62786a10f8::c0000,2023-05-04,U.S. Military Embraces Telecritical Care Technology for Service Members and Veterans.,0.9,U.S. Military,Telecritical Care Technology,u.s. military,telecritical care technology,fff04b7a1aaf7012f37b3749,c5a6eba76dd8651695d1d3bb
Wolters Kluwer ELM Solutions,Company,DEVELOPED,technology,Technology,be8d5a4c4f4b895e4f5a::c0000,2023-01-13,Wolters Kluwer ELM Solutions’ technology and thought leadership contributions honored by Best in Biz Awards.,0.9,Wolters Kluwer ELM Solutions,technology,wolters kluwer elm solutions,technology,47842bc351a1a16ed6c56c57,3669130c05135dd501f33457
OpenAI,Company,DEVELOPED,AI technology,Technology,264d1b9d346656ddf765::c0000,2023-06-20,OpenAI plans to launch a marketplace that will allow developers to sell their AI models built on top of OpenAI's own AI technology.,1.0,OpenAI,AI technology,openai,ai technology,773eeb9b7cc008bff365fcdd,0a1dcf9dc658d0afcdeef56f
GigaCloud Technology Inc,Company,FOUNDED,GigaCloud Technology,Technology,b676f4b76661e930e9da::c0000,2023-03-17,GigaCloud Technology Inc (GCT) a end-to-end B2B ecommerce solutions for large parcel merchandise reported Friday that GigaCloud Technology Inc's,0.9,GigaCloud Technology Inc,GigaCloud Technology,gigacloud technology inc,gigacloud technology,4ac3f41f5a2822500b7714a9,33dd804288f0076efbc7fc56
GigaCloud Technology Inc,Company,DEVELOPED,B2B ecommerce solutions,Technology,15f4c9e309efdbb3b8e9::c0000,2023-09-22,GigaCloud Technology Inc (GCT) a end-to-end B2B ecommerce solutions for large parcel merchandise,0.9,GigaCloud Technology Inc,B2B ecommerce solutions,gigacloud technology inc,b2b ecommerce solutions,4ac3f41f5a2822500b7714a9,6c5819ce4937dfb58ae9fcb7
Microsoft,Company,DEVELOPED,AI tools,Technology,6a5730b76e8157e83d44::c0000,2023-03-17,Microsoft is infusing artificial intelligence tools into its Office software including Word Excel and Outlook emails.,0.9,Microsoft,AI tools,microsoft,ai tools,fb0f4df56fab164ec48722f0,0dc48b45bdf43b82c827df91
U.S. Sen. Todd Young,Person,LEADS,tech innovation investment,Technology,e1a03233a9b7e5fd51da::c0000,2023-03-14,U.S. Sen. Todd Young talks tech innovation investment and its meaning for Hoosiers.,0.8,U.S. Sen. Todd Young,tech innovation investment,u.s. sen. todd young,tech innovation investment,f671b3eb8fc687841acafe43,5718209e26a202dc713eb372
Meta,Company,DEVELOPED,Virtual Reality Headset,Technology,ac7cbdc493e2f11a1d95::c0000,2023-06-17,Meta to Lower Age for Users of Virtual Reality Headset to 10 From 13.,1.0,Meta,Virtual Reality Headset,meta,virtual reality headset,6dbfdfc5a4e8df3668a4dac3,8dac9db571bcd309317f387c
Sony,Company,DEVELOPED,cloud gaming,Technology,27f2d4dfb7f06c6a9973::c0000,2023-04-11,Sony is gearing up for a new cloud gaming push amid rumors of a PlayStation handheld.,1.0,Sony,cloud gaming,sony,cloud gaming,44392c2ef018b65be2ecf732,1d29439cba602fa5ddb9978c
Sony,Company,DEVELOPED,GT Sophy AI driver,Technology,27f2d4dfb7f06c6a9973::c0000,2023-04-11,the 'GT Sophy' AI driver in Gran Turismo,1.0,Sony,GT Sophy AI driver,sony,gt sophy ai driver,44392c2ef018b65be2ecf732,2a8338c99172e34a7a53ebdf
Quest Technology Management,Company,ACQUIRED,Lanlogic,Company,016c2694481863bbcf08::c0000,2023-02-23,Quest Technology Management Acquires Lanlogic Expanding Their Technical Program Management Service Offerings.,1.0,Quest Technology Management,Lanlogic,quest technology management,lanlogic,0a3bf9b6cf7b10f640922e8a,03556878ae721fe4dc0799c8
Marc Rogers,Person,WORKED_AT,Q-Net Security,Company,8cf2b266de6c80f62c39::c0000,2023-03-10,said Marc Rogers chief security officer at hardware security firm Q-Net Security,1.0,Marc Rogers,Q-Net Security,marc rogers,q-net security,e1a594ba9c3a4749684037c8,5940054e53c07e960098c15c
Marc Rogers,Person,WORKED_AT,Cloudflare,Company,8cf2b266de6c80f62c39::c0000,2023-03-10,former head of information security at the content delivery provider Cloudflare,1.0,Marc Rogers,Cloudflare,marc rogers,cloudflare,e1a594ba9c3a4749684037c8,687298d2e180eb88c3b4deb1
Uptime Institute,Company,ACQUIRED,CNet Training,Company,93916f3315be60db86db::c0000,2023-02-03,Uptime Institute Completes Acquisition of CNet Training the International Award-Winning Technical Education Company.,1.0,Uptime Institute,CNet Training,uptime institute,cnet training,6d6fe84c5aef8fa11b72660b,fc8d0a660817685e20dd9346
Baird,Company,INVESTED_IN,Fidelity National Information Services (FIS),Company,808c98c34916b1b5412d::c0000,2023-07-03,Baird maintained coverage of Fidelity National Information Services (NYSE ... FIS is a leading provider of technology solutions for merchants banks and ...,1.0,Baird,Fidelity National Information Services (FIS),baird,fidelity national information services fis,153a649642425079fe74fb74,50e107d025414604532eda46
SpaceX,Company,DEVELOPED,recyclable rocket technology,Technology,0f19e799f07bb33d69ae::c0000,2023-02-01,SpaceX developed the next generation in recyclable rocket technology driving down the cost to launch a satellite.,1.0,SpaceX,recyclable rocket technology,spacex,recyclable rocket technology,00976a066f2bf56f1fb38754,fab80a610d6f8796b919ed2e
India,Company,DEVELOPED,rocket launch services,Technology,0f19e799f07bb33d69ae::c0000,2023-02-01,India developed rocket launch services to further reduce costs.,1.0,India,rocket launch services,india,rocket launch services,afeb224ffa08eef83786cb1c,9a906d8854b7733bd35482c3
Elisabeth Schmidt,Person,WORKED_AT,Maximus,Company,a315c5249397842d1417::c0000,2023-02-13,Maximus has announced that Elisabeth Schmidt has been named one of Maximus's new Senior Vice Presidents for Technology and Consulting Services.,1.0,Elisabeth Schmidt,Maximus,elisabeth schmidt,maximus,9751efd88b0bb6b716a80925,185b3211d729fa961528760b
Amazon,Company,USES,AI service,Technology,6ec376fffd2c56fef630::c0000,2023-07-26,Amazon has drawn thousands to try Amazon's AI service competing with Microsoft Google.,1.0,Amazon,AI service,amazon,ai service,68b3544368862fc263941c8d,bc1cc1e1900fd72b52bd7358
Amazon,Company,USES,AI tools,Technology,b432186d8fe246dc1fab::c0000,2023-07-27,The company also announced new AI tools on Wednesday including a program for building more conversational customer-service agents.,1.0,Amazon,AI tools,amazon,ai tools,68b3544368862fc263941c8d,0dc48b45bdf43b82c827df91
Helen Vaid,Person,WORKED_AT,Hewlett Packard Enterprise,Company,1fc7315b1ac4f9a5f945::c0000,2023-07-26,Ms. Vaid also held several technology-focused roles at Hewlett Packard Enterprise.,1.0,Helen Vaid,Hewlett Packard Enterprise,helen vaid,hewlett packard enterprise,98a963234211636eaf954450,51e33a1bf5fff64b108c76e6
ISG (Information Services Group),Company,PARTNERED_WITH,more than 75 of the world’s top 100 enterprises,Company,28efd30332488898acff::c0000,2023-07-26,ISG is committed to ... more than 75 of the world’s top 100 enterprises.,1.0,Information Services Group (ISG),more than 75 of the world’s top 100 enterprises,information services group isg,more than 75 of the world s top 100 enterprises,06d2e7ed299b1b3a9e66ec71,02b14e9944832c68a5bd1bc0
France,Company,INVESTED_IN,advanced chip technology,Technology,67be4c196be2144489ee::c0000,2023-07-27,France is investigating suspected smuggling to China and Russia of advanced chip technology.,1.0,France,advanced chip technology,france,advanced chip technology,1cf3fa96960af6e3d16566f3,5cd9798e37e07c411605c558
Trane and American Standard,Company,DEVELOPED,Link Communication Technology,Technology,42a6ce16d30d649245ff::c0000,2022-12-16,Trane and American Standard Launch Link Communication Technology.,1.0,Trane and American Standard,Link Communication Technology,trane and american standard,link communication technology,bf164b41a27f2562d96c8f65,d31fd8c8ccf14d8dcf0644f1
